"cond";"prob";"ind";"l_rate";"temperature";"correct";"perseverations";"flexibility"
"0.50.20.1";0.5;85;0.2;0.1;49;3;57
"0.50.20.1";0.5;86;0.2;0.1;58;0;60
"0.50.20.1";0.5;87;0.2;0.1;48;6;54
"0.50.20.1";0.5;88;0.2;0.1;51;1;59
"0.50.20.1";0.5;89;0.2;0.1;41;11;49
"0.50.20.1";0.5;90;0.2;0.1;54;2;58
"0.50.20.1";0.5;91;0.2;0.1;56;2;58
"0.50.20.1";0.5;92;0.2;0.1;51;2;58
"0.50.20.1";0.5;93;0.2;0.1;46;6;54
"0.50.20.1";0.5;94;0.2;0.1;39;6;54
"0.50.20.1";0.5;95;0.2;0.1;51;5;55
"0.50.20.1";0.5;96;0.2;0.1;52;0;60
"0.50.20.1";0.5;97;0.2;0.1;38;6;54
"0.50.20.1";0.5;98;0.2;0.1;41;5;55
"0.50.20.1";0.5;99;0.2;0.1;45;6;54
"0.50.20.1";0.5;100;0.2;0.1;41;6;54
"0.50.30.0125";0.5;1;0.3;0.0125;59;1;59
"0.50.30.0125";0.5;2;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;3;0.3;0.0125;59;0;60
"0.50.30.0125";0.5;4;0.3;0.0125;58;2;58
"0.50.30.0125";0.5;5;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;6;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;7;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;8;0.3;0.0125;54;3;57
"0.50.30.0125";0.5;9;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;10;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;11;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;12;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;13;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;14;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;15;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;16;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;17;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;18;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;19;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;20;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;21;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;22;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;23;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;24;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;25;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;26;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;27;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;28;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;29;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;30;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;31;0.3;0.0125;59;0;60
"0.50.30.0125";0.5;32;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;33;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;34;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;35;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;36;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;37;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;38;0.3;0.0125;59;1;59
"0.50.30.0125";0.5;39;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;40;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;41;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;42;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;43;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;44;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;45;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;46;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;47;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;48;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;49;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;50;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;51;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;52;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;53;0.3;0.0125;54;2;58
"0.50.30.0125";0.5;54;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;55;0.3;0.0125;54;3;57
"0.50.30.0125";0.5;56;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;57;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;58;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;59;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;60;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;61;0.3;0.0125;59;0;60
"0.50.30.0125";0.5;62;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;63;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;64;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;65;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;66;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;67;0.3;0.0125;59;0;60
"0.50.30.0125";0.5;68;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;69;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;70;0.3;0.0125;58;0;60
"0.50.30.0125";0.5;71;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;72;0.3;0.0125;50;3;57
"0.50.30.0125";0.5;73;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;74;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;75;0.3;0.0125;59;0;60
"0.50.30.0125";0.5;76;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;77;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;78;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;79;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;80;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;81;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;82;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;83;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;84;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;85;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;86;0.3;0.0125;59;0;60
"0.50.30.0125";0.5;87;0.3;0.0125;49;2;58
"0.50.30.0125";0.5;88;0.3;0.0125;57;1;59
"0.50.30.0125";0.5;89;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;90;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;91;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;92;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;93;0.3;0.0125;57;0;60
"0.50.30.0125";0.5;94;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;95;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;96;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;97;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;98;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;99;0.3;0.0125;60;0;60
"0.50.30.0125";0.5;100;0.3;0.0125;60;0;60
"0.50.30.025";0.5;1;0.3;0.025;60;0;60
"0.50.30.025";0.5;2;0.3;0.025;59;0;60
"0.50.30.025";0.5;3;0.3;0.025;60;0;60
"0.50.30.025";0.5;4;0.3;0.025;60;0;60
"0.50.30.025";0.5;5;0.3;0.025;60;0;60
"0.50.30.025";0.5;6;0.3;0.025;59;1;59
"0.50.30.025";0.5;7;0.3;0.025;59;0;60
"0.50.30.025";0.5;8;0.3;0.025;58;1;59
"0.50.30.025";0.5;9;0.3;0.025;60;0;60
"0.50.30.025";0.5;10;0.3;0.025;60;0;60
"0.50.30.025";0.5;11;0.3;0.025;59;0;60
"0.50.30.025";0.5;12;0.3;0.025;60;0;60
"0.50.30.025";0.5;13;0.3;0.025;60;0;60
"0.50.30.025";0.5;14;0.3;0.025;57;0;60
"0.50.30.025";0.5;15;0.3;0.025;48;3;57
"0.50.30.025";0.5;16;0.3;0.025;57;2;58
"0.50.30.025";0.5;17;0.3;0.025;60;0;60
"0.50.30.025";0.5;18;0.3;0.025;60;0;60
"0.50.30.025";0.5;19;0.3;0.025;60;0;60
"0.50.30.025";0.5;20;0.3;0.025;60;0;60
"0.50.30.025";0.5;21;0.3;0.025;55;1;59
"0.50.30.025";0.5;22;0.3;0.025;53;3;57
"0.50.30.025";0.5;23;0.3;0.025;58;0;60
"0.50.30.025";0.5;24;0.3;0.025;60;0;60
"0.50.30.025";0.5;25;0.3;0.025;60;0;60
"0.50.30.025";0.5;26;0.3;0.025;60;0;60
"0.50.30.025";0.5;27;0.3;0.025;56;3;57
"0.50.30.025";0.5;28;0.3;0.025;60;0;60
"0.50.30.025";0.5;29;0.3;0.025;59;1;59
"0.50.30.025";0.5;30;0.3;0.025;59;1;59
"0.50.30.025";0.5;31;0.3;0.025;60;0;60
"0.50.30.025";0.5;32;0.3;0.025;60;0;60
"0.50.30.025";0.5;33;0.3;0.025;56;1;59
"0.50.30.025";0.5;34;0.3;0.025;60;0;60
"0.50.30.025";0.5;35;0.3;0.025;59;0;60
"0.50.30.025";0.5;36;0.3;0.025;60;0;60
"0.50.30.025";0.5;37;0.3;0.025;47;3;57
"0.50.30.025";0.5;38;0.3;0.025;60;0;60
"0.50.30.025";0.5;39;0.3;0.025;50;3;57
"0.50.30.025";0.5;40;0.3;0.025;60;0;60
"0.50.30.025";0.5;41;0.3;0.025;60;0;60
"0.50.30.025";0.5;42;0.3;0.025;60;0;60
"0.50.30.025";0.5;43;0.3;0.025;60;0;60
"0.50.30.025";0.5;44;0.3;0.025;60;0;60
"0.50.30.025";0.5;45;0.3;0.025;60;0;60
"0.50.30.025";0.5;46;0.3;0.025;60;0;60
"0.50.30.025";0.5;47;0.3;0.025;60;0;60
"0.50.30.025";0.5;48;0.3;0.025;58;1;59
"0.50.30.025";0.5;49;0.3;0.025;59;0;60
"0.50.30.025";0.5;50;0.3;0.025;60;0;60
"0.50.30.025";0.5;51;0.3;0.025;59;0;60
"0.50.30.025";0.5;52;0.3;0.025;58;2;58
"0.50.30.025";0.5;53;0.3;0.025;60;0;60
"0.50.30.025";0.5;54;0.3;0.025;58;0;60
"0.50.30.025";0.5;55;0.3;0.025;60;0;60
"0.50.30.025";0.5;56;0.3;0.025;60;0;60
"0.50.30.025";0.5;57;0.3;0.025;60;0;60
"0.50.30.025";0.5;58;0.3;0.025;60;0;60
"0.50.30.025";0.5;59;0.3;0.025;60;0;60
"0.50.30.025";0.5;60;0.3;0.025;60;0;60
"0.50.30.025";0.5;61;0.3;0.025;60;0;60
"0.50.30.025";0.5;62;0.3;0.025;60;0;60
"0.50.30.025";0.5;63;0.3;0.025;59;0;60
"0.50.30.025";0.5;64;0.3;0.025;60;0;60
"0.50.30.025";0.5;65;0.3;0.025;59;0;60
"0.50.30.025";0.5;66;0.3;0.025;57;1;59
"0.50.30.025";0.5;67;0.3;0.025;59;0;60
"0.50.30.025";0.5;68;0.3;0.025;60;0;60
"0.50.30.025";0.5;69;0.3;0.025;60;0;60
"0.50.30.025";0.5;70;0.3;0.025;54;3;57
"0.50.30.025";0.5;71;0.3;0.025;58;0;60
"0.50.30.025";0.5;72;0.3;0.025;60;0;60
"0.50.30.025";0.5;73;0.3;0.025;60;0;60
"0.50.30.025";0.5;74;0.3;0.025;60;0;60
"0.50.30.025";0.5;75;0.3;0.025;60;0;60
"0.50.30.025";0.5;76;0.3;0.025;55;2;58
"0.50.30.025";0.5;77;0.3;0.025;59;0;60
"0.50.30.025";0.5;78;0.3;0.025;60;0;60
"0.50.30.025";0.5;79;0.3;0.025;60;0;60
"0.50.30.025";0.5;80;0.3;0.025;60;0;60
"0.50.30.025";0.5;81;0.3;0.025;60;0;60
"0.50.30.025";0.5;82;0.3;0.025;57;1;59
"0.50.30.025";0.5;83;0.3;0.025;60;0;60
"0.50.30.025";0.5;84;0.3;0.025;60;0;60
"0.50.30.025";0.5;85;0.3;0.025;59;0;60
"0.50.30.025";0.5;86;0.3;0.025;55;2;58
"0.50.30.025";0.5;87;0.3;0.025;59;0;60
"0.50.30.025";0.5;88;0.3;0.025;52;1;59
"0.50.30.025";0.5;89;0.3;0.025;60;0;60
"0.50.30.025";0.5;90;0.3;0.025;60;0;60
"0.50.30.025";0.5;91;0.3;0.025;59;0;60
"0.50.30.025";0.5;92;0.3;0.025;60;0;60
"0.50.30.025";0.5;93;0.3;0.025;58;0;60
"0.50.30.025";0.5;94;0.3;0.025;60;0;60
"0.50.30.025";0.5;95;0.3;0.025;58;0;60
"0.50.30.025";0.5;96;0.3;0.025;60;0;60
"0.50.30.025";0.5;97;0.3;0.025;60;0;60
"0.50.30.025";0.5;98;0.3;0.025;59;1;59
"0.50.30.025";0.5;99;0.3;0.025;60;0;60
"0.50.30.025";0.5;100;0.3;0.025;57;2;58
"0.50.30.05";0.5;1;0.3;0.05;55;1;59
"0.50.30.05";0.5;2;0.3;0.05;58;0;60
"0.50.30.05";0.5;3;0.3;0.05;50;3;57
"0.50.30.05";0.5;4;0.3;0.05;59;0;60
"0.50.30.05";0.5;5;0.3;0.05;57;1;59
"0.50.30.05";0.5;6;0.3;0.05;58;2;58
"0.50.30.05";0.5;7;0.3;0.05;58;2;58
"0.50.30.05";0.5;8;0.3;0.05;56;1;59
"0.50.30.05";0.5;9;0.3;0.05;51;4;56
"0.50.30.05";0.5;10;0.3;0.05;60;0;60
"0.50.30.05";0.5;11;0.3;0.05;57;2;58
"0.50.30.05";0.5;12;0.3;0.05;46;7;53
"0.50.30.05";0.5;13;0.3;0.05;58;1;59
"0.50.30.05";0.5;14;0.3;0.05;59;0;60
"0.50.30.05";0.5;15;0.3;0.05;42;3;57
"0.50.30.05";0.5;16;0.3;0.05;25;6;54
"0.50.30.05";0.5;17;0.3;0.05;58;2;58
"0.50.30.05";0.5;18;0.3;0.05;57;0;60
"0.50.30.05";0.5;19;0.3;0.05;59;0;60
"0.50.30.05";0.5;20;0.3;0.05;56;2;58
"0.50.30.05";0.5;21;0.3;0.05;57;1;59
"0.50.30.05";0.5;22;0.3;0.05;60;0;60
"0.50.30.05";0.5;23;0.3;0.05;60;0;60
"0.50.30.05";0.5;24;0.3;0.05;58;1;59
"0.50.30.05";0.5;25;0.3;0.05;58;0;60
"0.50.30.05";0.5;26;0.3;0.05;53;2;58
"0.50.30.05";0.5;27;0.3;0.05;57;1;59
"0.50.30.05";0.5;28;0.3;0.05;42;3;57
"0.50.30.05";0.5;29;0.3;0.05;50;3;57
"0.50.30.05";0.5;30;0.3;0.05;58;1;59
"0.50.30.05";0.5;31;0.3;0.05;45;3;57
"0.50.30.05";0.5;32;0.3;0.05;55;1;59
"0.50.30.05";0.5;33;0.3;0.05;59;1;59
"0.50.30.05";0.5;34;0.3;0.05;58;1;59
"0.50.30.05";0.5;35;0.3;0.05;58;0;60
"0.50.30.05";0.5;36;0.3;0.05;49;5;55
"0.50.30.05";0.5;37;0.3;0.05;59;1;59
"0.50.30.05";0.5;38;0.3;0.05;59;0;60
"0.50.30.05";0.5;39;0.3;0.05;49;3;57
"0.50.30.05";0.5;40;0.3;0.05;60;0;60
"0.50.30.05";0.5;41;0.3;0.05;50;6;54
"0.50.30.05";0.5;42;0.3;0.05;43;3;57
"0.50.30.05";0.5;43;0.3;0.05;58;0;60
"0.50.30.05";0.5;44;0.3;0.05;59;1;59
"0.50.30.05";0.5;45;0.3;0.05;58;0;60
"0.50.30.05";0.5;46;0.3;0.05;59;0;60
"0.50.30.05";0.5;47;0.3;0.05;48;1;59
"0.50.30.05";0.5;48;0.3;0.05;54;2;58
"0.50.30.05";0.5;49;0.3;0.05;51;2;58
"0.50.30.05";0.5;50;0.3;0.05;45;3;57
"0.50.30.05";0.5;51;0.3;0.05;44;10;50
"0.50.30.05";0.5;52;0.3;0.05;54;2;58
"0.50.30.05";0.5;53;0.3;0.05;58;0;60
"0.50.30.05";0.5;54;0.3;0.05;56;1;59
"0.50.30.05";0.5;55;0.3;0.05;59;0;60
"0.50.30.05";0.5;56;0.3;0.05;56;1;59
"0.50.30.05";0.5;57;0.3;0.05;58;0;60
"0.50.30.05";0.5;58;0.3;0.05;54;2;58
"0.50.30.05";0.5;59;0.3;0.05;56;1;59
"0.50.30.05";0.5;60;0.3;0.05;55;1;59
"0.50.30.05";0.5;61;0.3;0.05;59;0;60
"0.50.30.05";0.5;62;0.3;0.05;58;0;60
"0.50.30.05";0.5;63;0.3;0.05;56;2;58
"0.50.30.05";0.5;64;0.3;0.05;35;6;54
"0.50.30.05";0.5;65;0.3;0.05;58;0;60
"0.50.30.05";0.5;66;0.3;0.05;54;2;58
"0.50.30.05";0.5;67;0.3;0.05;57;1;59
"0.50.30.05";0.5;68;0.3;0.05;45;5;55
"0.50.30.05";0.5;69;0.3;0.05;54;2;58
"0.50.30.05";0.5;70;0.3;0.05;60;0;60
"0.50.30.05";0.5;71;0.3;0.05;49;6;54
"0.50.30.05";0.5;72;0.3;0.05;48;4;56
"0.50.30.05";0.5;73;0.3;0.05;46;6;54
"0.50.30.05";0.5;74;0.3;0.05;59;0;60
"0.50.30.05";0.5;75;0.3;0.05;60;0;60
"0.50.30.05";0.5;76;0.3;0.05;52;4;56
"0.50.30.05";0.5;77;0.3;0.05;56;0;60
"0.50.30.05";0.5;78;0.3;0.05;60;0;60
"0.50.30.05";0.5;79;0.3;0.05;59;0;60
"0.50.30.05";0.5;80;0.3;0.05;60;0;60
"0.50.30.05";0.5;81;0.3;0.05;37;5;55
"0.50.30.05";0.5;82;0.3;0.05;51;5;55
"0.50.30.05";0.5;83;0.3;0.05;59;0;60
"0.50.30.05";0.5;84;0.3;0.05;56;1;59
"0.50.30.05";0.5;85;0.3;0.05;55;1;59
"0.50.30.05";0.5;86;0.3;0.05;57;1;59
"0.50.30.05";0.5;87;0.3;0.05;56;3;57
"0.50.30.05";0.5;88;0.3;0.05;58;1;59
"0.50.30.05";0.5;89;0.3;0.05;59;1;59
"0.50.30.05";0.5;90;0.3;0.05;46;5;55
"0.50.30.05";0.5;91;0.3;0.05;52;2;58
"0.50.30.05";0.5;92;0.3;0.05;46;2;58
"0.50.30.05";0.5;93;0.3;0.05;40;5;55
"0.50.30.05";0.5;94;0.3;0.05;58;0;60
"0.50.30.05";0.5;95;0.3;0.05;50;3;57
"0.50.30.05";0.5;96;0.3;0.05;51;2;58
"0.50.30.05";0.5;97;0.3;0.05;48;0;60
"0.50.30.05";0.5;98;0.3;0.05;59;0;60
"0.50.30.05";0.5;99;0.3;0.05;58;2;58
"0.50.30.05";0.5;100;0.3;0.05;59;0;60
"0.50.30.1";0.5;1;0.3;0.1;46;7;53
"0.50.30.1";0.5;2;0.3;0.1;51;5;55
"0.50.30.1";0.5;3;0.3;0.1;51;5;55
"0.50.30.1";0.5;4;0.3;0.1;51;1;59
"0.50.30.1";0.5;5;0.3;0.1;37;4;56
"0.50.30.1";0.5;6;0.3;0.1;43;7;53
"0.50.30.1";0.5;7;0.3;0.1;50;3;57
"0.50.30.1";0.5;8;0.3;0.1;40;6;54
"0.50.30.1";0.5;9;0.3;0.1;42;7;53
"0.50.30.1";0.5;10;0.3;0.1;50;5;55
"0.50.30.1";0.5;11;0.3;0.1;51;4;56
"0.50.30.1";0.5;12;0.3;0.1;53;0;60
"0.50.30.1";0.5;13;0.3;0.1;50;4;56
"0.50.30.1";0.5;14;0.3;0.1;38;4;56
"0.50.30.1";0.5;15;0.3;0.1;51;4;56
"0.50.30.1";0.5;16;0.3;0.1;57;2;58
"0.50.30.1";0.5;17;0.3;0.1;54;3;57
"0.50.30.1";0.5;18;0.3;0.1;51;4;56
"0.50.30.1";0.5;19;0.3;0.1;47;5;55
"0.50.30.1";0.5;20;0.3;0.1;35;8;52
"0.50.30.1";0.5;21;0.3;0.1;39;4;56
"0.50.30.1";0.5;22;0.3;0.1;52;5;55
"0.50.30.1";0.5;23;0.3;0.1;55;2;58
"0.50.30.1";0.5;24;0.3;0.1;47;2;58
"0.50.30.1";0.5;25;0.3;0.1;44;5;55
"0.50.30.1";0.5;26;0.3;0.1;32;5;55
"0.50.30.1";0.5;27;0.3;0.1;49;1;59
"0.50.30.1";0.5;28;0.3;0.1;48;2;58
"0.50.30.1";0.5;29;0.3;0.1;33;5;55
"0.50.30.1";0.5;30;0.3;0.1;47;6;54
"0.50.30.1";0.5;31;0.3;0.1;36;7;53
"0.50.30.1";0.5;32;0.3;0.1;48;2;58
"0.50.30.1";0.5;33;0.3;0.1;48;5;55
"0.50.30.1";0.5;34;0.3;0.1;50;4;56
"0.50.30.1";0.5;35;0.3;0.1;43;4;56
"0.50.30.1";0.5;36;0.3;0.1;50;2;58
"0.50.30.1";0.5;37;0.3;0.1;47;4;56
"0.50.30.1";0.5;38;0.3;0.1;48;4;56
"0.50.30.1";0.5;39;0.3;0.1;46;5;55
"0.50.30.1";0.5;40;0.3;0.1;41;7;53
"0.50.30.1";0.5;41;0.3;0.1;48;5;55
"0.50.30.1";0.5;42;0.3;0.1;54;0;60
"0.50.30.1";0.5;43;0.3;0.1;34;8;52
"0.50.30.1";0.5;44;0.3;0.1;46;5;55
"0.50.30.1";0.5;45;0.3;0.1;53;3;57
"0.50.30.1";0.5;46;0.3;0.1;47;0;60
"0.50.30.1";0.5;47;0.3;0.1;48;2;58
"0.50.30.1";0.5;48;0.3;0.1;44;8;52
"0.50.30.1";0.5;49;0.3;0.1;12;10;50
"0.50.30.1";0.5;50;0.3;0.1;38;8;52
"0.50.30.1";0.5;51;0.3;0.1;56;0;60
"0.50.30.1";0.5;52;0.3;0.1;51;3;57
"0.50.30.1";0.5;53;0.3;0.1;54;2;58
"0.50.30.1";0.5;54;0.3;0.1;53;2;58
"0.50.30.1";0.5;55;0.3;0.1;39;7;53
"0.50.30.1";0.5;56;0.3;0.1;21;8;52
"0.50.30.1";0.5;57;0.3;0.1;53;1;59
"0.50.30.1";0.5;58;0.3;0.1;47;6;54
"0.50.30.1";0.5;59;0.3;0.1;39;8;52
"0.50.30.1";0.5;60;0.3;0.1;50;3;57
"0.50.30.1";0.5;61;0.3;0.1;51;4;56
"0.50.30.1";0.5;62;0.3;0.1;39;3;57
"0.50.30.1";0.5;63;0.3;0.1;36;5;55
"0.50.30.1";0.5;64;0.3;0.1;54;2;58
"0.50.30.1";0.5;65;0.3;0.1;44;2;58
"0.50.30.1";0.5;66;0.3;0.1;53;5;55
"0.50.30.1";0.5;67;0.3;0.1;42;4;56
"0.50.30.1";0.5;68;0.3;0.1;44;2;58
"0.50.30.1";0.5;69;0.3;0.1;55;2;58
"0.50.30.1";0.5;70;0.3;0.1;50;2;58
"0.50.30.1";0.5;71;0.3;0.1;54;1;59
"0.50.30.1";0.5;72;0.3;0.1;40;8;52
"0.50.30.1";0.5;73;0.3;0.1;41;9;51
"0.50.30.1";0.5;74;0.3;0.1;50;3;57
"0.50.30.1";0.5;75;0.3;0.1;28;19;41
"0.50.30.1";0.5;76;0.3;0.1;51;3;57
"0.50.30.1";0.5;77;0.3;0.1;45;2;58
"0.50.30.1";0.5;78;0.3;0.1;42;2;58
"0.50.30.1";0.5;79;0.3;0.1;42;9;51
"0.50.30.1";0.5;80;0.3;0.1;39;3;57
"0.50.30.1";0.5;81;0.3;0.1;41;4;56
"0.50.30.1";0.5;82;0.3;0.1;48;3;57
"0.50.30.1";0.5;83;0.3;0.1;45;3;57
"0.50.30.1";0.5;84;0.3;0.1;38;9;51
"0.50.30.1";0.5;85;0.3;0.1;46;6;54
"0.50.30.1";0.5;86;0.3;0.1;40;3;57
"0.50.30.1";0.5;87;0.3;0.1;35;5;55
"0.50.30.1";0.5;88;0.3;0.1;42;4;56
"0.50.30.1";0.5;89;0.3;0.1;54;2;58
